Date,Position,Track,Artists,Streams
2020-08-03,123,Fuera De Mi Mente,"Lérica, Juan Magán",51833
2020-08-03,124,death bed (coffee for your head),"Powfu, beabadoobee",51673
2020-08-03,125,Si Me Dices Que Sí,"Reik, Farruko, Camilo",51580
2020-08-03,126,Muévelo,"Nicky Jam, Daddy Yankee",51042
2020-08-03,127,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",50405
2020-08-03,128,Roses - Imanbek Remix [Latino Gang],"SAINt JHN, J Balvin",50372
2020-08-03,129,Como Si Fueras a Morir Mañana,Leiva,50297
2020-08-03,130,Indeciso,"Reik, J Balvin, Lalo Ebratt",50269
2020-08-03,131,Contando Lunares (feat. Cruz Cafuné),Don Patricio,49906
2020-08-03,132,Qué Bonito Es Querer,Manuel Carrasco,49813
2020-08-03,133,Ñeri,"Trueno, Taiu, TATOOL",49356
2020-08-03,134,Rain On Me (with Ariana Grande),Lady Gaga,49254
2020-08-03,135,Relaciones,Lunay,49082
2020-08-03,136,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",49021
2020-08-03,137,Cucu,"Lennis Rodriguez, Juan Magán",48223
2020-08-03,138,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,47853
2020-08-03,139,Soldadito de Hierro,Nil Moliner,47583
2020-08-03,140,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",46522
2020-08-03,141,Me Provocas,"Dynoro, Fumaratto",45657
2020-08-03,142,Break My Heart,Dua Lipa,45187
2020-08-03,143,Soldadito marinero,Fito y Fitipaldis,45171
2020-08-03,144,Presiento,"Morat, Aitana",45089
2020-08-03,145,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",44598
2020-08-03,146,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",44518
2020-08-03,147,4K,"El Alfa, Darell, Noriel",44129
2020-08-03,148,my future,Billie Eilish,44101
2020-08-03,149,Some Say,Nea,43880
2020-08-03,150,Batmóvil - Remix,"Hens, Pole., Funzo & BaLoud",43634
2020-08-03,151,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",43513
2020-08-03,152,Perdío,"Lérica, Maikel Delacalle",43393
2020-08-03,153,Princesas,Pereza,43363
2020-08-03,154,La flaca,Jarabe De Palo,42925
2020-08-03,155,Bobo,Morad,42899
2020-08-03,156,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",42862
2020-08-03,157,Ignorantes,"Bad Bunny, Sech",42580
2020-08-03,158,Tutu,"Camilo, Pedro Capó",41796
2020-08-03,159,Mami,"Ptazeta, Juacko",41778
2020-08-03,160,Gris,J Balvin,41601
2020-08-03,161,Blanco,J Balvin,41524
2020-08-03,162,Tinder,"Arce, Omar Montes",41490
2020-08-03,163,A Dónde Vamos,Morat,41331
2020-08-03,164,Rueda,Chimbala,41170
2020-08-03,165,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",40929
2020-08-03,166,Calma - Remix,"Pedro Capó, Farruko",40900
2020-08-03,167,Fantasias,"Rauw Alejandro, Farruko",40682
2020-08-03,168,Kings & Queens,Ava Max,40610
2020-08-03,169,Say So,Doja Cat,40499
2020-08-03,170,Flexin',"Lit Killah, Bizarrap",40401
2020-08-03,171,La Bella y la Bestia,"Reik, Morat",40356
2020-08-03,172,Someone You Loved,Lewis Capaldi,40274
2020-08-03,173,Envidiosos,"Maka, Bandaga",40032
2020-08-03,174,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",39896
2020-08-03,175,Me Equivocaré,Antonio José,39820
2020-08-03,176,La Tóxica,Farruko,39791
2020-08-03,177,G.P.S. - con Aleman,"Trueno, Taiu, TATOOL",39621
2020-08-03,178,Algo Mágico,Rauw Alejandro,39266
2020-08-03,179,Te Mueves,"Zion & Lennox, Natti Natasha",39167
2020-08-03,180,Cambio de Temperatura,"Don Patricio, Aissa, Lucas Otero",38855
2020-08-03,181,Confía,"Sech, Daddy Yankee",38786
2020-08-03,182,Jangueo,"Alex Rose, Rafa Pabön",38744
2020-08-03,183,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",38654
2020-08-03,184,Como Camarón,Estopa,38651
2020-08-03,185,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",38642
2020-08-03,186,Callaita,"Bad Bunny, Tainy",38615
2020-08-03,187,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",38408
2020-08-03,188,Señorita,"Shawn Mendes, Camila Cabello",38315
2020-08-03,189,He Visto,Morad,38146
2020-08-03,190,Bésame,"David Bisbal, Juan Magán",38121
2020-08-03,191,Que Mal Te Fue,Natti Natasha,38022
2020-08-03,192,Medusa,"Jhay Cortez, Anuel AA, J Balvin",37992
2020-08-03,193,Azul y Oro (Freestyle),"Trueno, Taiu, TATOOL",37877
2020-08-03,194,Con Calma,"Daddy Yankee, Snow",37727
2020-08-03,195,Bandido,"Anuel AA, Mariah Angeliq",37326
2020-08-03,196,Caminando por la vida,Melendi,37241
2020-08-03,197,No Te Vayas,"Yandel, J Balvin",36922
2020-08-03,198,Toosie Slide,Drake,36900
2020-08-03,199,Ma Vie (feat. Yay),Kidd Keo,36673
2020-08-03,200,Malibú con Piña,Funzo & BaLoud,36629
2020-08-04,1,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",535280
2020-08-04,2,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,416387
2020-08-04,3,Caramelo,Ozuna,402948
2020-08-04,4,Tattoo - Remix with Camilo,Rauw Alejandro,384710
2020-08-04,5,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",376536
2020-08-04,6,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",307580
2020-08-04,7,El Manual,Anuel AA,289675
2020-08-04,8,"Ay, DiOs Mío!",KAROL G,288710
2020-08-04,9,Relación,Sech,282020
2020-08-04,10,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,273846
2020-08-04,11,Djadja (feat. Maluma) - Remix,Aya Nakamura,268954
2020-08-04,12,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",244559
2020-08-04,13,Fabuloso,"Sech, Justin Quiles",237917
2020-08-04,14,Pa toda la vida (feat. Mozart La Para),Don Patricio,226412
2020-08-04,15,Flamenkito,"Lérica, Belinda",225388
2020-08-04,16,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",215486
2020-08-04,17,PAM,"Justin Quiles, Daddy Yankee, El Alfa",213748
2020-08-04,18,Mil Tequilas,Chema Rivas,204379
2020-08-04,19,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",198386
2020-08-04,20,Sur y Norte,"Ñengo Flow, Anuel AA",197026
2020-08-04,21,Se iluminaba,"Fred De Palma, Ana Mena",170339
2020-08-04,22,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",170310
2020-08-04,23,Hawái,Maluma,169906
2020-08-04,24,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",168192
2020-08-04,25,Jangueo,"Anuel AA, Tego Calderon",163772
2020-08-04,26,Favorito,Camilo,156971
2020-08-04,27,Más De Lo Que Aposté,"Aitana, Morat",154523
2020-08-04,28,Tusa,"KAROL G, Nicki Minaj",149507
2020-08-04,29,TKN (feat. Travis Scott),ROSALÍA,143392
2020-08-04,30,El Hipo,"Danny Romero, Juan Magán",142761
2020-08-04,31,El Mismo Aire - con Pablo Alborán,Camilo,139799
2020-08-04,32,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",139555
2020-08-04,33,Reggaetonera,Anuel AA,139024
2020-08-04,34,Blinding Lights,The Weeknd,138768
2020-08-04,35,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,136640
2020-08-04,36,Trendy,"Rvfv, Lola Indigo",130605
2020-08-04,37,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",129169
2020-08-04,38,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",129021
2020-08-04,39,Una Mala (Remix),"El Completo Rd, Chimbala",128526
2020-08-04,40,El Efecto,"Rauw Alejandro, Chencho Corleone",127813
2020-08-04,41,Breaking Me,"Topic, A7S",126458
2020-08-04,42,A Güiro,Rafa Pabön,125324
2020-08-04,43,ROCKSTAR (feat. Roddy Ricch),DaBaby,121932
2020-08-04,44,Aprendiendo El Sexo,Bad Gyal,121783
2020-08-04,45,Si Tú La Quieres,"David Bisbal, Aitana",120328
2020-08-04,46,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",116911
2020-08-04,47,BAD CON NICKY,"Bad Bunny, Nicky Jam",114326
2020-08-04,48,Amarillo,J Balvin,109576
2020-08-04,49,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,103863
2020-08-04,50,Colocao,Nicki Nicole,101907
2020-08-04,51,Narcos,Anuel AA,101524
2020-08-04,52,Como Llora,Juanfran,100692
2020-08-04,53,Singapur,"El Alfa, Chael Produciendo",94582
2020-08-04,54,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",89867
2020-08-04,55,Sueño (con Pablo Alborán),Beret,89339
2020-08-04,56,Nunca Estoy,C. Tangana,89157
2020-08-04,57,Rojo,J Balvin,88404
2020-08-04,58,Como Estrellas,LA YOUNG,86870
2020-08-04,59,Sola & Vacía,"Casper Magico, Anuel AA",86670
2020-08-04,60,Locura,"Cali Y El Dandee, Sebastian Yatra",85538
2020-08-04,61,Roses - Imanbek Remix,SAINt JHN,84628
2020-08-04,62,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",84167
2020-08-04,63,Yo Perreo Sola,Bad Bunny,82654
2020-08-04,64,Dance Monkey,Tones And I,81915
2020-08-04,65,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",81128
2020-08-04,66,ily (i love you baby) (feat. Emilee),Surf Mesa,80728
2020-08-04,67,Alocao (With Bad Gyal),Omar Montes,79349
2020-08-04,68,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",78363
2020-08-04,69,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",77933
2020-08-04,70,Dembow 2020,"Yandel, Rauw Alejandro",77526
2020-08-04,71,Tak Tiki Tak,Harry Nach,76408
2020-08-04,72,La Popi,Kiko el Crazy,75168
2020-08-04,73,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",74871
2020-08-04,74,+,"Aitana, Cali Y El Dandee",72197
2020-08-04,75,Tattoo,Rauw Alejandro,71566
2020-08-04,76,La Presión,"Lalo Ebratt, Manuel Turizo",69925
2020-08-04,77,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",69650
2020-08-04,78,Bailemos,Dani Fernández,68877
2020-08-04,79,Diosa,Myke Towers,68646
2020-08-04,80,Enemigos,"Aitana, Reik",68598
2020-08-04,81,Normal,Morad,68263
2020-08-04,82,Dime Bbsita,"Robledo, Alex Martini",67426
2020-08-04,83,Loco,Beéle,66989
2020-08-04,84,PA' ROMPERLA,"Bad Bunny, Don Omar",66765
2020-08-04,85,Una Foto en Blanco y Negro,"David Otero, Taburete",65576
2020-08-04,86,Atrévete,Yago Roche,65257
2020-08-04,87,Don't Start Now,Dua Lipa,65055
2020-08-04,88,Ñeri,"Trueno, Taiu, TATOOL",64609
2020-08-04,89,Morado,J Balvin,63805
2020-08-04,90,PORFA,"Feid, Justin Quiles",63420
2020-08-04,91,Azul,J Balvin,62910
2020-08-04,92,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",62827
2020-08-04,93,Anaranjado,"Jowell & Randy, J Balvin",62788
2020-08-04,94,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",60944
2020-08-04,95,Me Gusta,"Shakira, Anuel AA",60853
2020-08-04,96,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",60632
2020-08-04,97,Si por mi fuera,Beret,60210
2020-08-04,98,Mi Niña,Ozuna,60145
2020-08-04,99,ADMV,Maluma,60062
2020-08-04,100,Aún me amas,Beret,59915
2020-08-04,101,Quédate conmigo,"Pole., Pilar Moxó",59425
2020-08-04,102,Rain II,"Trueno, Taiu, XOVOX, TATOOL",59330
2020-08-04,103,DOSIS,"Dvicio, Reik, ChocQuibTown",59186
2020-08-04,104,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",58687
2020-08-04,105,Se Te Nota,Chema Rivas,58474
2020-08-04,106,Quiéreme Mientras Se Pueda,Manuel Turizo,58257
2020-08-04,107,La Bebe - Remix,"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",57831
2020-08-04,108,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",57541
2020-08-04,109,Watermelon Sugar,Harry Styles,57279
2020-08-04,110,Me Vale,Miki Núñez,57134
2020-08-04,111,La Difícil,Bad Bunny,56241
2020-08-04,112,Bajo La Mesa,"Morat, Sebastian Yatra",55772
2020-08-04,113,Kikiki (feat. Yay),Kidd Keo,55722
2020-08-04,114,Fuera De Mi Mente,"Lérica, Juan Magán",55704
2020-08-04,115,Before You Go,Lewis Capaldi,55700
2020-08-04,116,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",54835
2020-08-04,117,Physical,Dua Lipa,54365
2020-08-04,118,De Tranquilote,"Danny Romero, Lérica",53771
2020-08-04,119,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",53621
2020-08-04,120,Muchacha,"Gente De Zona, Becky G",52650
2020-08-04,121,Eso Que Tú Me Das,Jarabe De Palo,52394
2020-08-04,122,Muévelo,"Nicky Jam, Daddy Yankee",52152
2020-08-04,123,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",52148
2020-08-04,124,Qué Bonito Es Querer,Manuel Carrasco,52001
2020-08-04,125,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",51533
2020-08-04,126,Rutina,Myke Towers,51347
2020-08-04,127,Como Si Fueras a Morir Mañana,Leiva,51346
2020-08-04,128,death bed (coffee for your head),"Powfu, beabadoobee",51296
2020-08-04,129,Indeciso,"Reik, J Balvin, Lalo Ebratt",51031
2020-08-04,130,Contando Lunares (feat. Cruz Cafuné),Don Patricio,50323
2020-08-04,131,Si Me Dices Que Sí,"Reik, Farruko, Camilo",50034
2020-08-04,132,Rain On Me (with Ariana Grande),Lady Gaga,49776
2020-08-04,133,Relaciones,Lunay,48754
2020-08-04,134,Cucu,"Lennis Rodriguez, Juan Magán",48738
2020-08-04,135,Soldadito de Hierro,Nil Moliner,48284
2020-08-04,136,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,48149
2020-08-04,137,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",47925
2020-08-04,138,Atrevido,"Trueno, Taiu, ONIRIA, TATOOL",47924
2020-08-04,139,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",47197
2020-08-04,140,Soldadito marinero,Fito y Fitipaldis,46601
2020-08-04,141,Mami,"Ptazeta, Juacko",46303
2020-08-04,142,Perdío,"Lérica, Maikel Delacalle",46278
2020-08-04,143,Roses - Imanbek Remix [Latino Gang],"SAINt JHN, J Balvin",46119
2020-08-04,144,Presiento,"Morat, Aitana",45610
2020-08-04,145,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",45373
2020-08-04,146,Some Say,Nea,45159
2020-08-04,147,La flaca,Jarabe De Palo,44847
2020-08-04,148,Me Provocas,"Dynoro, Fumaratto",44688
2020-08-04,149,Break My Heart,Dua Lipa,44488
2020-08-04,150,Princesas,Pereza,43925
2020-08-04,151,Bobo,Morad,43683
2020-08-04,152,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",43542
2020-08-04,153,A Dónde Vamos,Morat,43529
2020-08-04,154,Me Equivocaré,Antonio José,43344
2020-08-04,155,Batmóvil - Remix,"Hens, Pole., Funzo & BaLoud",43145
2020-08-04,156,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",42932
2020-08-04,157,Fantasias,"Rauw Alejandro, Farruko",42857
2020-08-04,158,4K,"El Alfa, Darell, Noriel",42577
2020-08-04,159,Gris,J Balvin,42464
2020-08-04,160,Ignorantes,"Bad Bunny, Sech",42286
2020-08-04,161,Tutu,"Camilo, Pedro Capó",42217
2020-08-04,162,Calma - Remix,"Pedro Capó, Farruko",42115
2020-08-04,163,Blanco,J Balvin,42026
2020-08-04,164,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",41894
2020-08-04,165,Flexin',"Lit Killah, Bizarrap",41409
2020-08-04,166,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",41149
2020-08-04,167,Envidiosos,"Maka, Bandaga",41007
2020-08-04,168,La Tóxica,Farruko,40862
2020-08-04,169,Señorita,"Shawn Mendes, Camila Cabello",40582
2020-08-04,170,Someone You Loved,Lewis Capaldi,40565
2020-08-04,171,Tinder,"Arce, Omar Montes",40529
2020-08-04,172,my future,Billie Eilish,40209
2020-08-04,173,Kings & Queens,Ava Max,40130
2020-08-04,174,La Bella y la Bestia,"Reik, Morat",40121
2020-08-04,175,Say So,Doja Cat,40108
2020-08-04,176,Callaita,"Bad Bunny, Tainy",40084
2020-08-04,177,Jangueo,"Alex Rose, Rafa Pabön",39888
2020-08-04,178,Bésame,"David Bisbal, Juan Magán",39641
2020-08-04,179,Como Camarón,Estopa,39269
2020-08-04,180,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",39152
2020-08-04,181,Rueda,Chimbala,39010
2020-08-04,182,Con Calma,"Daddy Yankee, Snow",38989
2020-08-04,183,Confía,"Sech, Daddy Yankee",38950
2020-08-04,184,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",38818
2020-08-04,185,Algo Mágico,Rauw Alejandro,38665
2020-08-04,186,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",38429
2020-08-04,187,Medusa,"Jhay Cortez, Anuel AA, J Balvin",37961
2020-08-04,188,Tabú,"Pablo Alborán, Ava Max",37512
2020-08-04,189,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",37482
2020-08-04,190,Whine Up,"Nicky Jam, Anuel AA",37456
2020-08-04,191,Caminando por la vida,Melendi,37340
2020-08-04,192,He Visto,Morad,37068
2020-08-04,193,Bandido,"Anuel AA, Mariah Angeliq",36836
2020-08-04,194,Fuego,Estopa,36657
2020-08-04,195,Que Mal Te Fue,Natti Natasha,36454
2020-08-04,196,Adicto (with Anuel AA & Ozuna),Tainy,36340
2020-08-04,197,Toosie Slide,Drake,35971
2020-08-04,198,Memories,Maroon 5,35956
2020-08-04,199,Malibú con Piña,Funzo & BaLoud,35938
2020-08-04,200,Todo Estaba Bien,"Carlos Sadness, Manuel Medrano",35907
2020-08-05,1,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",537146
2020-08-05,2,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,421995
2020-08-05,3,Caramelo,Ozuna,407955
2020-08-05,4,Tattoo - Remix with Camilo,Rauw Alejandro,393448
2020-08-05,5,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",383302
2020-08-05,6,"Ay, DiOs Mío!",KAROL G,308154
2020-08-05,7,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",307725
2020-08-05,8,El Manual,Anuel AA,290320
2020-08-05,9,Relación,Sech,285522
2020-08-05,10,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,278099
2020-08-05,11,Djadja (feat. Maluma) - Remix,Aya Nakamura,270663
2020-08-05,12,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",244147
2020-08-05,13,Fabuloso,"Sech, Justin Quiles",238277
2020-08-05,14,Flamenkito,"Lérica, Belinda",235844
2020-08-05,15,Pa toda la vida (feat. Mozart La Para),Don Patricio,228864
2020-08-05,16,PAM,"Justin Quiles, Daddy Yankee, El Alfa",216019
2020-08-05,17,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",215000
2020-08-05,18,Mil Tequilas,Chema Rivas,206875
2020-08-05,19,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",200647
2020-08-05,20,Sur y Norte,"Ñengo Flow, Anuel AA",200116
2020-08-05,21,Hawái,Maluma,178464
2020-08-05,22,Se iluminaba,"Fred De Palma, Ana Mena",174367
2020-08-05,23,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",171653
2020-08-05,24,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",170699
2020-08-05,25,Jangueo,"Anuel AA, Tego Calderon",170506
2020-08-05,26,Trendy,"Rvfv, Lola Indigo",168536
2020-08-05,27,A Güiro,Rafa Pabön,163241
2020-08-05,28,Más De Lo Que Aposté,"Aitana, Morat",161378
2020-08-05,29,Favorito,Camilo,157580
2020-08-05,30,Tusa,"KAROL G, Nicki Minaj",154443
2020-08-05,31,El Hipo,"Danny Romero, Juan Magán",151498
2020-08-05,32,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",142275
2020-08-05,33,Reggaetonera,Anuel AA,141211
2020-08-05,34,Blinding Lights,The Weeknd,140864
2020-08-05,35,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,136071
2020-08-05,36,TKN (feat. Travis Scott),ROSALÍA,135804
2020-08-05,37,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",133610
2020-08-05,38,El Mismo Aire - con Pablo Alborán,Camilo,132977
2020-08-05,39,Una Mala (Remix),"El Completo Rd, Chimbala",131078
2020-08-05,40,El Efecto,"Rauw Alejandro, Chencho Corleone",129539
2020-08-05,41,Breaking Me,"Topic, A7S",125102
2020-08-05,42,Aprendiendo El Sexo,Bad Gyal,123402
2020-08-05,43,Si Tú La Quieres,"David Bisbal, Aitana",122348
2020-08-05,44,ROCKSTAR (feat. Roddy Ricch),DaBaby,121989
2020-08-05,45,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",118208
2020-08-05,46,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",116402
2020-08-05,47,BAD CON NICKY,"Bad Bunny, Nicky Jam",113782
2020-08-05,48,Amarillo,J Balvin,111305
2020-08-05,49,Como Estrellas,LA YOUNG,101180
2020-08-05,50,Como Llora,Juanfran,100342
2020-08-05,51,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,97735
2020-08-05,52,Narcos,Anuel AA,95814
2020-08-05,53,Colocao,Nicki Nicole,95705
2020-08-05,54,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",93702
2020-08-05,55,Dembow 2020,"Yandel, Rauw Alejandro",91341
2020-08-05,56,Nunca Estoy,C. Tangana,90525
2020-08-05,57,Rojo,J Balvin,89650
2020-08-05,58,Locura,"Cali Y El Dandee, Sebastian Yatra",88255
2020-08-05,59,Sola & Vacía,"Casper Magico, Anuel AA",85899
2020-08-05,60,Yo Perreo Sola,Bad Bunny,85589
2020-08-05,61,Sueño (con Pablo Alborán),Beret,85233
2020-08-05,62,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",84875
2020-08-05,63,Roses - Imanbek Remix,SAINt JHN,84512
2020-08-05,64,ily (i love you baby) (feat. Emilee),Surf Mesa,83805
2020-08-05,65,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",82351
2020-08-05,66,Dance Monkey,Tones And I,81825
2020-08-05,67,Alocao (With Bad Gyal),Omar Montes,79872
2020-08-05,68,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",79701
2020-08-05,69,Singapur,"El Alfa, Chael Produciendo",78260
2020-08-05,70,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",77444
2020-08-05,71,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",75054
2020-08-05,72,Tak Tiki Tak,Harry Nach,74268
2020-08-05,73,+,"Aitana, Cali Y El Dandee",72765
2020-08-05,74,Tattoo,Rauw Alejandro,71525
2020-08-05,75,Ñeri,"Trueno, Taiu, TATOOL",71524
2020-08-05,76,La Popi,Kiko el Crazy,71485
2020-08-05,77,La Presión,"Lalo Ebratt, Manuel Turizo",71474
2020-08-05,78,Diosa,Myke Towers,71390
2020-08-05,79,Enemigos,"Aitana, Reik",70541
2020-08-05,80,Normal,Morad,70007
2020-08-05,81,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",69488
2020-08-05,82,Bailemos,Dani Fernández,68127
2020-08-05,83,Una Foto en Blanco y Negro,"David Otero, Taburete",67256
2020-08-05,84,Dime Bbsita,"Robledo, Alex Martini",67044
2020-08-05,85,PA' ROMPERLA,"Bad Bunny, Don Omar",66304
2020-08-05,86,Azul,J Balvin,65917
2020-08-05,87,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",65474
2020-08-05,88,Atrévete,Yago Roche,65025
2020-08-05,89,Don't Start Now,Dua Lipa,64512
2020-08-05,90,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",63973
2020-08-05,91,Morado,J Balvin,63394
2020-08-05,92,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",63171
2020-08-05,93,PORFA,"Feid, Justin Quiles",62316
2020-08-05,94,Me Gusta,"Shakira, Anuel AA",62291
2020-08-05,95,Me Vale,Miki Núñez,62079
2020-08-05,96,Se Te Nota,Chema Rivas,62078
2020-08-05,97,ADMV,Maluma,60944
2020-08-05,98,Si por mi fuera,Beret,60826
2020-08-05,99,Quédate conmigo,"Pole., Pilar Moxó",60617
2020-08-05,100,Mi Niña,Ozuna,59766
2020-08-05,101,DOSIS,"Dvicio, Reik, ChocQuibTown",59390
2020-08-05,102,Quiéreme Mientras Se Pueda,Manuel Turizo,58984
2020-08-05,103,Rain II,"Trueno, Taiu, XOVOX, TATOOL",58173
2020-08-05,104,Bajo La Mesa,"Morat, Sebastian Yatra",58041
2020-08-05,105,Anaranjado,"Jowell & Randy, J Balvin",58028
2020-08-05,106,Watermelon Sugar,Harry Styles,57706
2020-08-05,107,La Bebe - Remix,"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",57254
2020-08-05,108,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",57183
2020-08-05,109,La Difícil,Bad Bunny,57062
2020-08-05,110,Before You Go,Lewis Capaldi,56558
2020-08-05,111,Fuera De Mi Mente,"Lérica, Juan Magán",56534
2020-08-05,112,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",56370
2020-08-05,113,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",56002
2020-08-05,114,Kikiki (feat. Yay),Kidd Keo,55918
2020-08-05,115,Physical,Dua Lipa,54527
2020-08-05,116,Mami,"Ptazeta, Juacko",54088
2020-08-05,117,Muchacha,"Gente De Zona, Becky G",53135
2020-08-05,118,Qué Bonito Es Querer,Manuel Carrasco,52954
2020-08-05,119,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",52852
