,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
106,Velitas,"['Darell', 'Brytiago']",7q3NthaBqFI6s0WnAlnIvq,"['reggaeton', 'hip hop', 'rap', 'latin']",0.819,0.596,2,-7.009,1,0.318,0.225,1.19e-06,0.138,0.622,165.951,Darell,Brytiago,,reggaeton,hip hop,rap
107,Atrévete,"['Nicky Jam', 'Sech']",26Qhn2T88XqVinXQpmSarj,"['reggaeton', 'hip hop', 'rap', 'latin']",0.552,0.675,11,-3.824,1,0.297,0.311,0.0,0.119,0.586,183.785,Nicky Jam,Sech,,reggaeton,hip hop,rap
108,Circles,['Post Malone'],21jGcNKet2qwijlDFuPiPb,['rap'],0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,Post Malone,,,rap,,
109,C90 (Remix),"['John C', 'Neo Pistea', 'Bhavi', 'Trueno']",2b6i9zx3ULzKrNWmyP0ePD,['rap'],0.867,0.761,1,-5.1,1,0.0937,0.336,2.12e-06,0.0654,0.609,122.952,John C,Neo Pistea,Bhavi,rap,,
110,Aguantando,['Morad'],5xoVoBT08vAKsNDy5uusBK,"['urban', 'drill']",0.577,0.614,1,-5.113,0,0.117,0.364,0.0,0.0471,0.683,131.924,Morad,,,urban,drill,
111,Enchochado de Ti,['Don Patricio'],6G8TNOdTBpBPmDdJAvoVhA,"['rap', 'urban']",0.556,0.507,7,-6.565,1,0.351,0.408,0.00538,0.165,0.531,180.072,Don Patricio,,,rap,urban,
112,Déjate Querer,"['Lalo Ebratt', 'Sebastian Yatra', 'Yera', 'Trapical Minds']",3h8oIZTniP8KIrLhELvXin,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.755,0.792,6,-4.238,1,0.0483,0.028,0.0,0.0754,0.842,106.015,Lalo Ebratt,Sebastian Yatra,Yera,rap,reggaeton,pop
113,DOSIS,"['Dvicio', 'Reik', 'ChocQuibTown']",0cDumxvNKhydP1Cmon2S6E,"['pop', 'latin']",0.747,0.772,4,-6.363,1,0.0481,0.149,1.07e-06,0.185,0.782,107.95,Dvicio,Reik,ChocQuibTown,pop,latin,
114,HP,['Maluma'],1LIqNVhaIgxXUt2eVoIQJ3,"['reggaeton', 'latin']",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,Maluma,,,reggaeton,latin,
115,Ella Quiere Beber - Remix,"['Anuel AA', 'Romeo Santos']",3f5lA8nnc4YYF1qf78WpHw,"['reggaeton', 'rap', 'latin']",0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,Anuel AA,Romeo Santos,,reggaeton,rap,latin
116,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",['Dímelo Flow'],684EjRHwNsZQ9hCQxL4NYL,"['reggaeton', 'rap', 'latin']",0.747,0.647,9,-3.234,1,0.0737,0.113,0.0,0.112,0.478,87.988,Dímelo Flow,,,reggaeton,rap,latin
117,Disparos,['Dani Fernández'],2F75mXaavRl0hm3rtM15cq,['pop'],0.587,0.847,9,-5.51,1,0.0389,0.0622,1.25e-05,0.111,0.754,152.103,Dani Fernández,,,pop,,
118,Vas A Quedarte,['Aitana'],0fwIHsKXNEcb57u2um7z9I,"['pop', 'latin']",0.395,0.508,7,-3.522,1,0.0326,0.795,3.63e-06,0.0627,0.168,89.859,Aitana,,,pop,latin,
119,Verte Ir,"['DJ Luian', 'Mambo Kingz', 'Anuel AA', 'Nicky Jam', 'Darell', 'Brytiago']",4lzxJ4jCuFDXXGkE1LmpKR,"['reggaeton', 'hip hop', 'rap', 'latin']",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,DJ Luian,Mambo Kingz,Anuel AA,reggaeton,hip hop,rap
120,Sin Pijama,"['Becky G', 'Natti Natasha']",2ijef6ni2amuunRoKTlgww,"['reggaeton', 'pop', 'rap', 'latin']",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,Becky G,Natti Natasha,,reggaeton,pop,rap
121,Coronao Now,"['El Alfa', 'Lil Pump']",7FbKipScVxkjQxQXwTd0gL,"['reggaeton', 'latin', 'rap', 'dembow']",0.941,0.729,6,-7.56,0,0.246,0.146,0.00451,0.18,0.718,118.026,El Alfa,Lil Pump,,reggaeton,latin,rap
122,Un Año,"['Sebastian Yatra', 'Reik']",0NVaiudyO03IS1NtZVOVe9,"['reggaeton', 'pop', 'rap', 'latin']",0.771,0.381,1,-6.809,0,0.0516,0.151,0.0,0.104,0.534,94.92,Sebastian Yatra,Reik,,reggaeton,pop,rap
123,Ellos,['Ceky Viciny'],0vABJIxyZoI2BKV3a1m1uP,"['pop', 'rap', 'dembow']",0.754,0.939,5,-1.953,0,0.0387,0.124,0.00281,0.293,0.853,122.006,Ceky Viciny,,,pop,rap,dembow
124,Pikete Italiano,['KvndySwing'],2jGtKxyWHULVXbT75IWGZG,"['rap', 'urban']",0.835,0.473,8,-6.672,1,0.216,0.327,0.0,0.258,0.263,95.002,KvndySwing,,,rap,urban,
125,La Playa,['Myke Towers'],0jeS8PyyIRAG0A3t5DtL71,['rap'],0.796,0.683,10,-2.754,0,0.15,0.108,0.0,0.107,0.353,140.108,Myke Towers,,,rap,,
126,Secreto,"['Anuel AA', 'KAROL G']",018irVw8GqwHmrCZHjfAJj,"['reggaeton', 'rap', 'latin']",0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,Anuel AA,KAROL G,,reggaeton,rap,latin
127,Cicatrices (feat. Indara),['Sergio Contreras'],17nYNma8AncLFqOBk6tu6m,"['rumba', 'pop', 'urban', 'flamenco']",0.819,0.702,6,-4.865,1,0.0554,0.0225,0.000124,0.0893,0.937,137.023,Sergio Contreras,,,rumba,pop,urban
128,Otro Trago,"['Sech', 'Darell']",1Ej96GIBCTvgH7tNX1r3qr,"['reggaeton', 'pop', 'rap', 'latin']",0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,Sech,Darell,,reggaeton,pop,rap
129,Mi Error - Remix,"['Eladio Carrion', 'Zion & Lennox', 'Wisin & Yandel', 'Lunay']",0lbhKycRyqkOMKZ6thzfU4,"['reggaeton', 'rap']",0.663,0.841,7,-3.42,1,0.104,0.0985,0.0,0.45,0.432,174.021,Eladio Carrion,Zion & Lennox,Wisin & Yandel,reggaeton,rap,
130,5 Sentidos,"['Dvicio', 'Taburete']",7chjOPhoxbpRYSrO1rvdnu,"['pop', 'latin']",0.644,0.735,5,-5.499,1,0.0473,0.0961,0.0,0.116,0.664,175.913,Dvicio,Taburete,,pop,latin,
131,No Te Preocupes por Mi,['Leiva'],7hv7synVPhVu30Ex2amJQc,"['rock', 'pop']",0.481,0.598,7,-5.987,1,0.0309,0.119,1.72e-06,0.0938,0.408,76.732,Leiva,,,rock,pop,
132,Si Se Da - Remix,"['Myke Towers', 'Farruko', 'Arcangel', 'Sech', 'Zion']",6K5BsR04ijf3FHNzjbaagD,['rap'],0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,Myke Towers,Farruko,Arcangel,rap,,
133,Kemba Walker,"['Eladio Carrion', 'Bad Bunny']",38kLHBjtWJaPXcyFhwRVtI,"['reggaeton', 'rap']",0.832,0.59,8,-7.168,0,0.272,0.446,1.43e-06,0.123,0.596,146.939,Eladio Carrion,Bad Bunny,,reggaeton,rap,
134,Tal Vez,['Paulo Londra'],5jW3rF4URMdK7tO2xjS5EI,"['hip hop', 'rap']",0.855,0.649,8,-2.443,1,0.151,0.25,0.0,0.0801,0.741,161.986,Paulo Londra,,,hip hop,rap,
135,Gan-Ga,['Bryant Myers'],3aix7apT2m0a4hIYCAdVP0,"['reggaeton', 'rap', 'latin']",0.864,0.522,6,-7.492,0,0.404,0.23,0.0,0.0895,0.381,89.956,Bryant Myers,,,reggaeton,rap,latin
136,All I Want for Christmas Is You,['Mariah Carey'],0bYg9bo50gSsH3LtXe2SQn,"['pop', 'urban']",0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,Mariah Carey,,,pop,urban,
137,Pa Mí - Remix,"['Dalex', 'Rafa Pabön', 'KHEA', 'Sech', 'Feid', 'Cazzu', 'Lenny Tavárez']",7g8YaUQABMal0zWe7a2ijz,"['r&b', 'reggaeton', 'rap', 'latin']",0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,Dalex,Rafa Pabön,KHEA,r&b,reggaeton,rap
138,Soldadito marinero,['Fito y Fitipaldis'],0eVborSuxUeSg0meWYd9dZ,"['rock', 'cantautor', 'pop']",0.718,0.431,2,-8.736,1,0.0314,0.132,0.000165,0.0686,0.324,139.618,Fito y Fitipaldis,,,rock,cantautor,pop
139,Rutina,['Myke Towers'],3YntiCUU0Xqq0B68FM3YAt,['rap'],0.834,0.75,1,-2.799,1,0.18,0.553,6.59e-05,0.263,0.858,95.98,Myke Towers,,,rap,,
140,Shallow,"['Lady Gaga', 'Bradley Cooper']",2VxeLyX666F8uXCJ0dZF8B,['pop'],0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,Lady Gaga,Bradley Cooper,,pop,,
141,Piropo,['Noriel'],5YrjfKuFd0pMmYTGeRDV6X,"['reggaeton', 'hip hop', 'rap', 'latin']",0.866,0.747,9,-5.748,1,0.0725,0.122,0.0218,0.0403,0.772,93.984,Noriel,,,reggaeton,hip hop,rap
142,La Mentira (feat. Joaquín Sabina),['Dani Martín'],21by4HhbV3w4uUNrotR02z,"['rock', 'pop']",0.627,0.803,6,-2.957,0,0.137,0.0136,0.0,0.0734,0.901,169.959,Dani Martín,,,rock,pop,
143,Baila Baila Baila - Remix,"['Ozuna', 'Daddy Yankee', 'J Balvin', 'Farruko', 'Anuel AA']",7mWFF4gPADjTQjC97CgFVt,"['reggaeton', 'pop', 'rap', 'latin']",0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,Ozuna,Daddy Yankee,J Balvin,reggaeton,pop,rap
144,Música,"['DJ Luian', 'Mambo Kingz', 'Farruko', 'Wisin', 'Myke Towers', 'Darell', 'Arcangel']",4xvTPuwHaXoDM3p0QcY7bH,"['reggaeton', 'hip hop', 'rap', 'latin']",0.788,0.82,1,-4.346,0,0.169,0.22,0.000203,0.0799,0.854,177.927,DJ Luian,Mambo Kingz,Farruko,reggaeton,hip hop,rap
145,Princesas,['Pereza'],3hlWUNjAlbZ6nOjAbrivBv,"['rock', 'cantautor', 'pop']",0.683,0.846,7,-3.551,1,0.0422,0.0634,0.0,0.346,0.706,131.884,Pereza,,,rock,cantautor,pop
146,Fuego,['Estopa'],6ye25NazQfUWrCTdCH3cXX,"['rumba', 'pop', 'flamenco']",0.669,0.85,9,-4.895,0,0.0763,0.049,0.0,0.369,0.845,100.103,Estopa,,,rumba,pop,flamenco
147,Swing,['Danny Ocean'],4DbhxwlkhTbCTqlZptxmI6,"['reggaeton', 'pop', 'rap', 'latin']",0.729,0.616,8,-6.422,1,0.249,0.458,0.0,0.082,0.532,106.486,Danny Ocean,,,reggaeton,pop,rap
148,Beautiful People (feat. Khalid),['Ed Sheeran'],4evmHXcjt3bTUHD1cvny97,['pop'],0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,Ed Sheeran,,,pop,,
149,Como Camarón,['Estopa'],1VB4sadHjFcFklHcZuoROi,"['rumba', 'pop', 'flamenco']",0.499,0.721,9,-9.615,0,0.0564,0.216,9.74e-06,0.295,0.843,140.4,Estopa,,,rumba,pop,flamenco
150,Suave - Remix,"['Jey Blessing', 'Rauw Alejandro', 'Los Fantastikos']",6K7V47wFpfam2aeE893rbL,['rap'],0.673,0.694,10,-4.01,1,0.166,0.557,0.0,0.118,0.78,175.912,Jey Blessing,Rauw Alejandro,Los Fantastikos,rap,,
151,CANGURO,['WOS'],2UAWYufVaO3EnUUNzl0ppO,"['indie', 'rap']",0.602,0.751,1,-4.358,1,0.327,0.173,0.0,0.667,0.934,163.874,WOS,,,indie,rap,
152,Cuaderno,"['Dalex', 'Nicky Jam', 'Justin Quiles', 'Sech', 'Lenny Tavárez', 'Feid', 'Rafa Pabön']",7anSoGdgtmJTAPZBzcPhO6,"['r&b', 'reggaeton', 'rap', 'latin']",0.681,0.648,1,-5.021,0,0.38,0.523,0.0,0.104,0.688,172.02,Dalex,Nicky Jam,Justin Quiles,r&b,reggaeton,rap
153,Como Si Fueras a Morir Mañana,['Leiva'],4aAfLSx9IthpC3Pw5pNk3E,"['rock', 'pop']",0.46,0.816,3,-6.576,1,0.0427,0.00144,0.0,0.11,0.373,143.892,Leiva,,,rock,pop,
154,Mi gran noche,['Raphael'],6Tnnk7MAnZiDx67DJN2hnx,['pop'],0.645,0.653,9,-7.183,1,0.0629,0.579,0.0,0.0726,0.868,138.498,Raphael,,,pop,,
155,Como el Agua - Remix,"['Ana Mena', 'Omar Montes']",5FJ4xmp1XXTDyqPlF4lFPt,['pop'],0.676,0.72,11,-5.647,0,0.0638,0.436,0.0,0.0684,0.634,149.73,Ana Mena,Omar Montes,,pop,,
156,Contra La Pared,"['Sean Paul', 'J Balvin']",37eGbhE1xVFSvcKkqGb6i1,"['dancehall', 'pop', 'rap']",0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,Sean Paul,J Balvin,,dancehall,pop,rap
157,Desde cero (con Melendi),['Beret'],3RfmZepJErldBC4JXut6L9,"['hip hop', 'pop']",0.495,0.461,2,-8.158,1,0.0496,0.249,0.0,0.126,0.25,113.029,Beret,,,hip hop,pop,
158,Baila Baila Baila,['Ozuna'],5PXsZaT8cOxb4mXrA20PMQ,"['reggaeton', 'pop', 'rap', 'latin']",0.837,0.626,11,-5.674,0,0.152,0.0588,0.0,0.252,0.592,99.987,Ozuna,,,reggaeton,pop,rap
159,Mujer Bruja,"['Lola Indigo', 'Mala Rodríguez']",5x2soJ7RtUkiQL4yyx1NZh,['pop'],0.773,0.917,10,-2.166,0,0.0629,0.0946,0.000106,0.0885,0.763,105.964,Lola Indigo,Mala Rodríguez,,pop,,
160,Amanece,"['Anuel AA', 'Haze']",1LiN0Z98FkR1t0m8KmLcAH,"['reggaeton', 'rap', 'latin']",0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,Anuel AA,Haze,,reggaeton,rap,latin
161,Bonita,"['Juanes', 'Sebastian Yatra']",4U6XvmCiffuXegYp6UGvxw,"['rock', 'pop', 'tropical', 'latin']",0.745,0.881,0,-2.587,1,0.0506,0.255,0.0,0.25,0.961,157.985,Juanes,Sebastian Yatra,,rock,pop,tropical
162,Santa María (Feat. Busy Signal),['Bad Gyal'],4R0sTxCaskwCPbzkfXHfWg,"['rap', 'urban']",0.764,0.603,0,-6.951,1,0.328,0.0538,0.0,0.097,0.427,142.465,Bad Gyal,,,rap,urban,
163,Lalala,"['Y2K', 'bbno$']",51Fjme0JiitpyXKuyQiCDo,['rap'],0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972,Y2K,bbno$,,rap,,
164,No Te Veo - Remix,"['Casper Magico', 'Anuel AA']",0stKSegkdrfLTDvm5sIO38,"['reggaeton', 'hip hop', 'rap', 'latin']",0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,Casper Magico,Anuel AA,,reggaeton,hip hop,rap
165,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","['DJ Snake', 'J Balvin']",5QXQy0f2q8wJNpPwJtjifx,"['pop', 'electro', 'edm']",0.789,0.694,6,-5.781,0,0.0729,0.0982,0.0,0.0962,0.549,96.035,DJ Snake,J Balvin,,pop,electro,edm
166,Bohemian Rhapsody - Remastered 2011,['Queen'],7tFiyTwD0nx5a1eklYtX2J,['rock'],0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,Queen,,,rock,,
167,Cuando Nadie Ve,['Morat'],3xayrGBrMm7XzKcTIJXGWv,"['pop', 'latin']",0.804,0.788,1,-4.586,0,0.0598,0.118,0.0,0.215,0.837,96.007,Morat,,,pop,latin,
168,Date La Vuelta,"['Luis Fonsi', 'Sebastian Yatra', 'Nicky Jam']",5lwVd35Zg6DJ4qibVMq99H,"['pop', 'latin']",0.747,0.825,6,-2.903,1,0.0566,0.0487,0.0,0.107,0.866,94.006,Luis Fonsi,Sebastian Yatra,Nicky Jam,pop,latin,
169,Old Town Road - Remix,"['Lil Nas X', 'Billy Ray Cyrus']",2YpeDb67231RjR0MgVLzsG,"['hip hop', 'rap', 'country']",0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,Lil Nas X,Billy Ray Cyrus,,hip hop,rap,country
170,Cuando zarpa el amor (feat. Juan Magán),['Camela'],4TD052UwarqucOo1fsTq6P,"['rock', 'rumba', 'pop', 'flamenco']",0.802,0.707,1,-4.126,0,0.0499,0.145,0.0,0.092,0.597,100.028,Camela,,,rock,rumba,pop
171,Ride It,['Regard'],2tnVG71enUj33Ic2nFN6kZ,"['pop', 'house', 'edm']",0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,Regard,,,pop,house,edm
172,HIGHEST IN THE ROOM,['Travis Scott'],3eekarcy7kvN4yt5ZFzltW,"['rap', 'house']",0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,Travis Scott,,,rap,house,
173,Mi Persona Favorita,"['Alejandro Sanz', 'Camila Cabello']",34rDeMNEkf0iEU9Mv8yzM7,"['rock', 'cantautor', 'pop', 'latin']",0.581,0.659,8,-7.511,1,0.116,0.538,0.0,0.0656,0.577,155.945,Alejandro Sanz,Camila Cabello,,rock,cantautor,pop
174,Cristina,['Sebastian Yatra'],1oPv0wmfsluumWcvtGh7tX,"['reggaeton', 'pop', 'rap', 'latin']",0.411,0.508,5,-4.342,1,0.0556,0.29,0.0,0.123,0.668,81.96,Sebastian Yatra,,,reggaeton,pop,rap
175,Boomshakalaka,"['Dimitri Vegas & Like Mike', 'Afro Bros', 'Sebastian Yatra', 'Camilo', 'Emilia']",4yb5Z9dwnKhO9gC0AZQYDe,"['big room', 'belgian dance', 'pop', 'edm', 'house']",0.727,0.824,1,-2.983,1,0.0508,0.0132,0.00145,0.0631,0.805,96.063,Dimitri Vegas & Like Mike,Afro Bros,Sebastian Yatra,big room,belgian dance,pop
176,¿Qué Ha Pasao'?,"['Abraham Mateo', 'Sofía Reyes']",2zkVH2daHyjS51g7PRJFDn,"['reggaeton', 'pop', 'latin']",0.648,0.752,7,-4.13,1,0.133,0.315,0.0,0.201,0.405,178.228,Abraham Mateo,Sofía Reyes,,reggaeton,pop,latin
177,Blinding Lights,['The Weeknd'],0VjIjW4GlUZAMYd2vXMi3b,"['r&b', 'pop']",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,The Weeknd,,,r&b,pop,
178,El Efecto - Remix,"['Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex']",74j34STf8L6uADnTN69ohv,"['pop', 'rap']",0.771,0.769,0,-3.504,0,0.0694,0.18,1.57e-05,0.345,0.931,167.969,Rauw Alejandro,Chencho Corleone,KEVVO,pop,rap,
179,Lose You To Love Me,['Selena Gomez'],4l0Mvzj72xxOpRrp6h8nHi,['pop'],0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,Selena Gomez,,,pop,,
180,Antes de Morirme (feat. Rosalía),"['C. Tangana', 'ROSALÍA']",4Dl8bEzhAEGbcwkQawS1XG,['urban'],0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,C. Tangana,ROSALÍA,,urban,,
181,Te esperaré toda la vida,['Dani Fernández'],6MCPhEshiLRXgdFKqvr478,['pop'],0.75,0.63,7,-5.223,1,0.0409,0.22,0.0,0.132,0.85,128.028,Dani Fernández,,,pop,,
182,Me Rehúso,['Danny Ocean'],6De0lHrwBfPfrhorm9q1Xl,"['reggaeton', 'pop', 'rap', 'latin']",0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,Danny Ocean,,,reggaeton,pop,rap
183,Despacito,"['Luis Fonsi', 'Daddy Yankee']",6habFhsOp2NvshLv26DqMb,"['pop', 'latin']",0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,Luis Fonsi,Daddy Yankee,,pop,latin,
184,24H,['Kidd Keo'],66BJaWvpA3jvXpM5Hjwzz1,"['rap', 'urban']",0.941,0.637,8,-6.357,1,0.223,0.747,0.000381,0.11,0.691,96.987,Kidd Keo,,,rap,urban,
185,Te Soñé de Nuevo,['Ozuna'],4oPnxZzoc8HM5Pva4FDeIp,"['reggaeton', 'pop', 'rap', 'latin']",0.851,0.585,5,-5.789,0,0.105,0.0913,0.0,0.0742,0.699,84.0,Ozuna,,,reggaeton,pop,rap
186,Lucid Dreams,['Juice WRLD'],285pBltuF7vW8TeWk8hdRR,['rap'],0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,Juice WRLD,,,rap,,
187,How Do You Sleep?,['Sam Smith'],6b2RcmUt1g9N9mQ3CbjX2Y,['pop'],0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,Sam Smith,,,pop,,
188,Cicatrices,['Natos y Waor'],19OsDvOm2hw28Bqg7wo4Ox,"['hip hop', 'rap', 'urban']",0.718,0.814,8,-5.467,1,0.345,0.695,0.0,0.125,0.27,120.04,Natos y Waor,,,hip hop,rap,urban
189,Vaina Loca,"['Ozuna', 'Manuel Turizo']",48zFZh27QU5qsrBjn4C2FA,"['reggaeton', 'pop', 'rap', 'latin']",0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,Ozuna,Manuel Turizo,,reggaeton,pop,rap
190,My Oh My (feat. DaBaby),['Camila Cabello'],3yOlyBJuViE2YSGn3nVE1K,"['pop', 'electro']",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,Camila Cabello,,,pop,electro,
191,Patek,"['Ozuna', 'Anuel AA', 'Snoop Dogg']",2f237byd0A2w0fLlnVDOV4,"['reggaeton', 'pop', 'rap', 'latin']",0.839,0.554,0,-6.124,1,0.181,0.418,0.0,0.0923,0.727,139.952,Ozuna,Anuel AA,Snoop Dogg,reggaeton,pop,rap
192,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",['DJ Snake'],0KoiMHhqKLoL4xM54rcWYY,"['pop', 'electro', 'edm']",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,DJ Snake,,,pop,electro,edm
193,Que Mas Pues - Remix,"['Sech', 'Justin Quiles', 'Maluma', 'Nicky Jam', 'Farruko', 'Dalex', 'Lenny Tavárez']",7fODjB7BrQTGqh0hogW6XD,"['reggaeton', 'pop', 'rap', 'latin']",0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,0.811,113.358,Sech,Justin Quiles,Maluma,reggaeton,pop,rap
194,DOLLAR,"['Becky G', 'Myke Towers']",4ziiAuFyXiY1HNSLGM1xv8,"['reggaeton', 'pop', 'rap', 'latin']",0.862,0.5,2,-6.875,1,0.276,0.232,0.0,0.657,0.697,76.992,Becky G,Myke Towers,,reggaeton,pop,rap
195,Si Se Da,"['Myke Towers', 'Farruko']",5KbBGUpIZd6gVFUU8tqYiQ,['rap'],0.83,0.71,11,-5.523,0,0.326,0.374,0.0,0.0877,0.703,93.977,Myke Towers,Farruko,,rap,,
196,NI BIEN NI MAL,['Bad Bunny'],278kSqsZIiYp8p3QjYAqa8,"['reggaeton', 'rap', 'latin']",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,Bad Bunny,,,reggaeton,rap,latin
197,Rebota - Remix,"['Guaynaa', 'Nicky Jam', 'Farruko', 'Becky G', 'Sech']",3dWpRjCmaHbroNahuSeX11,"['reggaeton', 'rap', 'latin']",0.885,0.857,0,-2.279,0,0.204,0.205,0.0,0.671,0.818,90.025,Guaynaa,Nicky Jam,Farruko,reggaeton,rap,latin
198,Déjala Que Baile (with Alejandro Sanz & Arkano),['Melendi'],2KK9N6iBAisA0booTu3bGd,"['rock', 'pop']",0.831,0.777,11,-4.456,0,0.174,0.356,0.0,0.0796,0.598,95.973,Melendi,,,rock,pop,
199,Enamórate De Alguien Más,['Morat'],0cj54g6Oud96SqxeXjUXVd,"['pop', 'latin']",0.592,0.643,11,-5.608,1,0.0321,0.466,0.0,0.315,0.579,145.979,Morat,,,pop,latin,
200,Superpoderes,['Leiva'],3by1RwAsoZ6nNoMOCy11LM,"['rock', 'pop']",0.346,0.744,2,-5.622,1,0.0322,0.00106,1.06e-06,0.0961,0.382,175.642,Leiva,,,rock,pop,
201,nana triste,"['Natalia Lacunza', 'Guitarricadelafuente']",721Lxh9pNJJhNERON4Zjmw,"['eurovision', 'pop', 'latin']",0.474,0.308,10,-9.411,0,0.0573,0.762,0.0,0.111,0.418,93.343,Natalia Lacunza,Guitarricadelafuente,,eurovision,pop,latin
202,Te echo de menos,['Beret'],3gPOFPYLgpvQz0ZMwmv7NE,"['hip hop', 'pop']",0.658,0.714,0,-5.086,1,0.175,0.206,0.0,0.114,0.362,159.9,Beret,,,hip hop,pop,
203,"Quiero, Quiero y Quiero",['Arnau Griso'],1LyZX8u8DqVFULMViZUwcn,['pop'],0.771,0.748,6,-5.18,1,0.033,0.0993,0.0,0.105,0.774,107.954,Arnau Griso,,,pop,,
204,Tequila y Candela,['Marlon'],05j1BaD4oL8WnNJyIKdpgc,['pop'],0.605,0.804,7,-4.049,1,0.0629,0.0338,0.0,0.0741,0.732,92.022,Marlon,,,pop,,
205,Si te vas,['Blas Cantó'],5x7Rc2xI7coy4TAwwhsrcF,"['eurovision', 'pop']",0.604,0.6,2,-8.496,1,0.0389,0.243,0.0,0.251,0.24,93.982,Blas Cantó,,,eurovision,pop,
206,Nada Sale Mal,['Aitana'],51ltTOzVJWp3BUHzYrRxEa,"['pop', 'latin']",0.829,0.635,2,-5.429,0,0.132,0.282,5.08e-06,0.0837,0.402,148.096,Aitana,,,pop,latin,
207,Déjame Ser,['Manuel Carrasco'],30QMFZtiGzjKwyHiqQ3z7c,"['carnaval cadiz', 'pop', 'flamenco']",0.625,0.854,1,-5.939,1,0.123,0.312,0.0,0.123,0.737,171.949,Manuel Carrasco,,,carnaval cadiz,pop,flamenco
208,Besos En Guerra,"['Morat', 'Juanes']",5FaRfiNLdSzV3eRh8GZmdC,"['pop', 'latin']",0.691,0.973,2,-3.586,1,0.048,0.126,0.0,0.101,0.783,143.961,Morat,Juanes,,pop,latin,
209,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"['Dvicio', 'Jesús Reik']",4txQPJDlvU72lC6EMhT7m9,"['pop', 'latin']",0.744,0.836,2,-3.267,1,0.0592,0.0811,4.21e-06,0.166,0.524,91.984,Dvicio,Jesús Reik,,pop,latin,
210,Un Planeta Llamado Nosotros,['Maldita Nerea'],29UkXUrWYGoPsxEesEH3qZ,"['rock', 'cantautor', 'pop']",0.66,0.512,10,-8.085,1,0.066,0.186,0.0,0.0921,0.819,100.85,Maldita Nerea,,,rock,cantautor,pop
211,Adore You,['Harry Styles'],3jjujdWJ72nww5eGnfs2E7,['pop'],0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,Harry Styles,,,pop,,
